ID,subset,candidate_id,afrolm_bertscore_f1,afrolm_sim_q_cand,rouge1,rougel
ID_VL_Aka_Gha_A3B1799D,Aka_Gha,3015,0.9621099829673767,0.7532120943069458,0.32231404958677684,0.15702479338842976
ID_VL_Aka_Gha_A3B1799D,Aka_Gha,1558,0.7886594533920288,0.9254722595214844,0.30409356725146197,0.16374269005847955
ID_VL_Aka_Gha_A3B1799D,Aka_Gha,4368,0.9571759700775146,0.7574200630187988,0.27450980392156865,0.1568627450980392
ID_VL_Aka_Gha_A3B1799D,Aka_Gha,3851,0.9536637663841248,0.7411630153656006,0.26556016597510373,0.15767634854771787
ID_VL_Aka_Gha_A3B1799D,Aka_Gha,2567,0.7843501567840576,0.8901768922805786,0.1111111111111111,0.07936507936507936
ID_VL_Aka_Gha_1C80317F,Aka_Gha,131,0.9535871744155884,0.8842672109603882,0.4666666666666667,0.26666666666666666
ID_VL_Aka_Gha_1C80317F,Aka_Gha,2252,0.9656264185905457,0.8779127597808838,0.5149700598802395,0.2874251497005988
ID_VL_Aka_Gha_1C80317F,Aka_Gha,2535,0.9618765115737915,0.8823292255401611,0.37837837837837834,0.22972972972972974
ID_VL_Aka_Gha_1C80317F,Aka_Gha,2933,0.6850016117095947,0.6278545260429382,0.3346938775510204,0.21224489795918366
ID_VL_Aka_Gha_1C80317F,Aka_Gha,3242,0.932013750076294,0.8677290081977844,0.3972602739726027,0.2602739726027397
ID_VL_Aka_Gha_06671AD1,Aka_Gha,2198,0.9733686447143555,0.7999900579452515,0.3822525597269625,0.18430034129692835
ID_VL_Aka_Gha_06671AD1,Aka_Gha,207,0.9751409888267517,0.790192723274231,0.3727810650887574,0.20710059171597633
ID_VL_Aka_Gha_06671AD1,Aka_Gha,3487,0.9582099914550781,0.8060997724533081,0.27007299270072993,0.1386861313868613
ID_VL_Aka_Gha_06671AD1,Aka_Gha,1857,0.7742351293563843,0.9470365643501282,0.2792792792792793,0.18018018018018017
ID_VL_Aka_Gha_06671AD1,Aka_Gha,1926,0.7769407033920288,0.9304525256156921,0.24731182795698922,0.17204301075268816
ID_VL_Aka_Gha_BDD640FB,Aka_Gha,2130,0.9811484813690186,0.7190452814102173,0.48843187660668375,0.2776349614395887
ID_VL_Aka_Gha_BDD640FB,Aka_Gha,924,0.9754799604415894,0.7217820286750793,0.34722222222222227,0.20833333333333334
ID_VL_Aka_Gha_BDD640FB,Aka_Gha,3162,0.9762627482414246,0.7123697996139526,0.40268456375838924,0.2147651006711409
ID_VL_Aka_Gha_BDD640FB,Aka_Gha,749,0.9811809062957764,0.7386690378189087,0.41714285714285715,0.21714285714285714
ID_VL_Aka_Gha_BDD640FB,Aka_Gha,2153,0.9839282631874084,0.7242536544799805,0.524390243902439,0.23170731707317074
ID_VL_Aka_Gha_46685257,Aka_Gha,3082,0.8322533965110779,0.8722749948501587,0.034782608695652174,0.034782608695652174
ID_VL_Aka_Gha_46685257,Aka_Gha,3637,0.9685348868370056,0.7909872531890869,0.19591836734693877,0.09795918367346938
ID_VL_Aka_Gha_46685257,Aka_Gha,455,0.7377194166183472,0.8873356580734253,0.10909090909090909,0.08484848484848485
ID_VL_Aka_Gha_46685257,Aka_Gha,5,0.8115884065628052,0.8825101852416992,0.05084745762711864,0.05084745762711864
ID_VL_Aka_Gha_46685257,Aka_Gha,4327,0.8165943026542664,0.9087598919868469,0.16058394160583944,0.11678832116788321
ID_VL_Aka_Gha_3EB13B90,Aka_Gha,4217,0.9489561915397644,0.9595229625701904,0.2937853107344633,0.1016949152542373
ID_VL_Aka_Gha_3EB13B90,Aka_Gha,3580,0.9385037422180176,0.9180676937103271,0.24691358024691357,0.16049382716049385
ID_VL_Aka_Gha_3EB13B90,Aka_Gha,2694,0.9571255445480347,0.951082706451416,0.26415094339622647,0.16352201257861637
ID_VL_Aka_Gha_3EB13B90,Aka_Gha,1432,0.7265353202819824,0.787437379360199,0.30476190476190484,0.18095238095238095
ID_VL_Aka_Gha_3EB13B90,Aka_Gha,1796,0.9518550634384155,0.9535267353057861,0.29113924050632906,0.189873417721519
ID_VL_Aka_Gha_392456DE,Aka_Gha,3282,0.784368634223938,0.9475364685058594,0.403041825095057,0.18250950570342206
ID_VL_Aka_Gha_392456DE,Aka_Gha,3463,0.9799487590789795,0.7643158435821533,0.41269841269841273,0.2095238095238095
ID_VL_Aka_Gha_392456DE,Aka_Gha,162,0.7673494815826416,0.9482274055480957,0.23076923076923078,0.1452991452991453
ID_VL_Aka_Gha_392456DE,Aka_Gha,502,0.9758449792861938,0.7961580753326416,0.3194444444444445,0.1736111111111111
ID_VL_Aka_Gha_392456DE,Aka_Gha,3650,0.7821876406669617,0.903054416179657,0.07407407407407408,0.06349206349206349
ID_VL_Aka_Gha_23B8C1E9,Aka_Gha,1774,0.9712873101234436,0.7736737728118896,0.4070796460176991,0.24778761061946905
ID_VL_Aka_Gha_23B8C1E9,Aka_Gha,2066,0.7809712886810303,0.9364499449729919,0.28352490421455934,0.1685823754789272
ID_VL_Aka_Gha_23B8C1E9,Aka_Gha,381,0.9808923602104187,0.8036317825317383,0.395,0.20999999999999996
ID_VL_Aka_Gha_23B8C1E9,Aka_Gha,2132,0.9392883777618408,0.8187661170959473,0.23102310231023102,0.15181518151815182
ID_VL_Aka_Gha_23B8C1E9,Aka_Gha,1844,0.7917221784591675,0.9406007528305054,0.2992700729927007,0.18978102189781024
ID_VL_Aka_Gha_BC8960A9,Aka_Gha,666,0.699006974697113,0.7675908207893372,0.23333333333333336,0.13333333333333333
ID_VL_Aka_Gha_BC8960A9,Aka_Gha,2294,0.9432010650634766,0.932407021522522,0.14925373134328357,0.11940298507462686
ID_VL_Aka_Gha_BC8960A9,Aka_Gha,1277,0.6895939111709595,0.7626994252204895,0.22826086956521743,0.14130434782608695
ID_VL_Aka_Gha_BC8960A9,Aka_Gha,1631,0.9191861152648926,0.9433459043502808,0.2393162393162393,0.13675213675213677
ID_VL_Aka_Gha_BC8960A9,Aka_Gha,1501,0.6885370016098022,0.7456612586975098,0.18677042801556418,0.12451361867704279
ID_VL_Aka_Gha_1A3D1FA7,Aka_Gha,2062,0.9529284238815308,0.7671838402748108,0.2857142857142857,0.14693877551020412
ID_VL_Aka_Gha_1A3D1FA7,Aka_Gha,2722,0.9581384658813477,0.7949670553207397,0.34074074074074073,0.16296296296296295
ID_VL_Aka_Gha_1A3D1FA7,Aka_Gha,1056,0.9639296531677246,0.7719043493270874,0.21774193548387094,0.14516129032258066
ID_VL_Aka_Gha_1A3D1FA7,Aka_Gha,3092,0.9805413484573364,0.8059224486351013,0.38461538461538464,0.1888111888111888
ID_VL_Aka_Gha_1A3D1FA7,Aka_Gha,3874,0.9598854780197144,0.7695024013519287,0.33950617283950624,0.16049382716049382
ID_VL_Aka_Gha_AD3C2D6D,Aka_Gha,4086,0.9642854928970337,0.7629115581512451,0.35451505016722407,0.15384615384615383
ID_VL_Aka_Gha_AD3C2D6D,Aka_Gha,2634,0.9778460264205933,0.8081097602844238,0.44923076923076927,0.24615384615384614
ID_VL_Aka_Gha_AD3C2D6D,Aka_Gha,2884,0.7988631725311279,0.9458885192871094,0.2666666666666666,0.1688888888888889
ID_VL_Aka_Gha_AD3C2D6D,Aka_Gha,3675,0.8040432929992676,0.9378323554992676,0.29310344827586204,0.16379310344827586
ID_VL_Aka_Gha_AD3C2D6D,Aka_Gha,181,0.80434250831604,0.8717652559280396,0.13636363636363635,0.08181818181818182
ID_VL_Aka_Gha_BD9C66B3,Aka_Gha,4192,0.7113625407218933,0.9257565140724182,0.3577981651376147,0.22935779816513763
ID_VL_Aka_Gha_BD9C66B3,Aka_Gha,563,0.7921828627586365,0.960835874080658,0.32786885245901637,0.18579234972677597
ID_VL_Aka_Gha_BD9C66B3,Aka_Gha,2808,0.7357791662216187,0.9463133215904236,0.12244897959183673,0.09523809523809523
ID_VL_Aka_Gha_BD9C66B3,Aka_Gha,3986,0.975223183631897,0.7886742353439331,0.33480176211453744,0.17621145374449337
ID_VL_Aka_Gha_BD9C66B3,Aka_Gha,1589,0.9749364256858826,0.7822315692901611,0.4041811846689895,0.18118466898954702
ID_VL_Aka_Gha_E465E150,Aka_Gha,4226,0.9803544282913208,0.7895532846450806,0.3453815261044177,0.17670682730923695
ID_VL_Aka_Gha_E465E150,Aka_Gha,2613,0.9713197946548462,0.7647842764854431,0.3563636363636364,0.1818181818181818
ID_VL_Aka_Gha_E465E150,Aka_Gha,1312,0.9838108420372009,0.7779255509376526,0.48231511254019294,0.2379421221864952
ID_VL_Aka_Gha_E465E150,Aka_Gha,66,0.9824322462081909,0.7778249979019165,0.4456824512534819,0.19498607242339833
ID_VL_Aka_Gha_E465E150,Aka_Gha,924,0.9891952276229858,0.7930770516395569,0.3764705882352941,0.20392156862745095
ID_VL_Aka_Gha_8B9D2434,Aka_Gha,958,0.9417439103126526,0.8279097676277161,0.10416666666666666,0.062499999999999986
ID_VL_Aka_Gha_8B9D2434,Aka_Gha,813,0.8299509882926941,0.9002182483673096,0.23529411764705882,0.1411764705882353
ID_VL_Aka_Gha_8B9D2434,Aka_Gha,1205,0.9304510354995728,0.8099380731582642,0.17123287671232876,0.1095890410958904
ID_VL_Aka_Gha_8B9D2434,Aka_Gha,1017,0.9246347546577454,0.8120031356811523,0.28070175438596484,0.15789473684210525
ID_VL_Aka_Gha_8B9D2434,Aka_Gha,1108,0.9385884404182434,0.8185518383979797,0.2426778242677824,0.15899581589958162
ID_VL_Aka_Gha_16419F82,Aka_Gha,2953,0.7578142881393433,0.6959876418113708,0.39999999999999997,0.20952380952380953
ID_VL_Aka_Gha_16419F82,Aka_Gha,84,0.7386938333511353,0.6580086946487427,0.20553359683794467,0.1264822134387352
ID_VL_Aka_Gha_16419F82,Aka_Gha,2317,0.7633720636367798,0.6890552043914795,0.2949640287769784,0.1366906474820144
ID_VL_Aka_Gha_16419F82,Aka_Gha,239,0.9326697587966919,0.9088577628135681,0.28767123287671237,0.1506849315068493
ID_VL_Aka_Gha_16419F82,Aka_Gha,803,0.7560231685638428,0.6798266172409058,0.232,0.144
ID_VL_Aka_Gha_972A8469,Aka_Gha,1477,0.9817357063293457,0.7163282632827759,0.3560606060606061,0.18181818181818182
ID_VL_Aka_Gha_972A8469,Aka_Gha,164,0.7658140659332275,0.826123833656311,0.014285714285714285,0.014285714285714285
ID_VL_Aka_Gha_972A8469,Aka_Gha,2902,0.9785657525062561,0.7064074873924255,0.22813688212927755,0.13688212927756652
ID_VL_Aka_Gha_972A8469,Aka_Gha,2310,0.6949188709259033,0.904771089553833,0.22988505747126436,0.17241379310344826
ID_VL_Aka_Gha_972A8469,Aka_Gha,1161,0.7897824048995972,0.9146171808242798,0.18404907975460122,0.13496932515337426
ID_VL_Aka_Gha_6C031199,Aka_Gha,121,0.773821234703064,0.7764600515365601,0.09375000000000001,0.0625
ID_VL_Aka_Gha_6C031199,Aka_Gha,20,0.7989801168441772,0.8054108619689941,0.05128205128205128,0.05128205128205128
ID_VL_Aka_Gha_6C031199,Aka_Gha,27,0.7767350673675537,0.7715879678726196,0.06369426751592358,0.06369426751592358
ID_VL_Aka_Gha_6C031199,Aka_Gha,2532,0.8879541754722595,0.9312692284584045,0.10309278350515462,0.08247422680412371
ID_VL_Aka_Gha_6C031199,Aka_Gha,2904,0.7817462682723999,0.7708842754364014,0.06451612903225806,0.053763440860215055
ID_VL_Aka_Gha_0822E8F3,Aka_Gha,1809,0.761495053768158,0.7316392064094543,0.4297520661157025,0.21487603305785125
ID_VL_Aka_Gha_0822E8F3,Aka_Gha,2180,0.9697819948196411,0.9257649779319763,0.39790575916230364,0.20942408376963348
ID_VL_Aka_Gha_0822E8F3,Aka_Gha,2954,0.740853488445282,0.7126591205596924,0.303030303030303,0.16450216450216448
ID_VL_Aka_Gha_0822E8F3,Aka_Gha,1065,0.7645435929298401,0.7407405376434326,0.35175879396984927,0.20100502512562812
ID_VL_Aka_Gha_0822E8F3,Aka_Gha,2836,0.7704566717147827,0.734397292137146,0.40975609756097564,0.22439024390243903
ID_VL_Aka_Gha_07A0CA6E,Aka_Gha,3620,0.7850565314292908,0.7691495418548584,0.6327683615819208,0.519774011299435
ID_VL_Aka_Gha_07A0CA6E,Aka_Gha,3552,0.9475182294845581,0.927028477191925,0.25688073394495414,0.1834862385321101
ID_VL_Aka_Gha_07A0CA6E,Aka_Gha,991,0.9602920413017273,0.9245248436927795,0.352112676056338,0.1971830985915493
ID_VL_Aka_Gha_07A0CA6E,Aka_Gha,2950,0.7558253407478333,0.7393472194671631,0.5113636363636364,0.3181818181818182
ID_VL_Aka_Gha_07A0CA6E,Aka_Gha,2651,0.9069796800613403,0.8802222609519958,0.10526315789473684,0.08421052631578947
ID_VL_Aka_Gha_17FC695A,Aka_Gha,3618,0.9825900793075562,0.7483576536178589,0.3384615384615385,0.2076923076923077
ID_VL_Aka_Gha_17FC695A,Aka_Gha,1328,0.7514023780822754,0.9275221228599548,0.27450980392156865,0.18627450980392157
ID_VL_Aka_Gha_17FC695A,Aka_Gha,47,0.9925317764282227,0.7624633312225342,0.5736434108527132,0.4263565891472868
ID_VL_Aka_Gha_17FC695A,Aka_Gha,59,0.7693358659744263,0.9306747913360596,0.31999999999999995,0.17
ID_VL_Aka_Gha_17FC695A,Aka_Gha,2619,0.9416661262512207,0.6919491291046143,0.19047619047619047,0.13852813852813853
ID_VL_Aka_Gha_37F8A88B,Aka_Gha,1040,0.9730944633483887,0.7868020534515381,0.39590443686006827,0.21843003412969283
ID_VL_Aka_Gha_37F8A88B,Aka_Gha,3162,0.9691237211227417,0.7941755652427673,0.3816254416961131,0.19081272084805656
ID_VL_Aka_Gha_37F8A88B,Aka_Gha,2219,0.7998522520065308,0.9663087129592896,0.4094488188976378,0.2125984251968504
ID_VL_Aka_Gha_37F8A88B,Aka_Gha,3926,0.9801946878433228,0.8116817474365234,0.3404255319148936,0.1702127659574468
ID_VL_Aka_Gha_37F8A88B,Aka_Gha,749,0.9822275638580322,0.8235753774642944,0.4656716417910448,0.191044776119403
ID_VL_Aka_Gha_3B8FAA18,Aka_Gha,2130,0.9838863611221313,0.8187757134437561,0.3168316831683169,0.19141914191419143
ID_VL_Aka_Gha_3B8FAA18,Aka_Gha,1513,0.8222789168357849,0.8988189697265625,0.34224598930481287,0.18181818181818177
ID_VL_Aka_Gha_3B8FAA18,Aka_Gha,924,0.9775416851043701,0.827833890914917,0.2871287128712871,0.18811881188118812
ID_VL_Aka_Gha_3B8FAA18,Aka_Gha,3080,0.833642840385437,0.9212473630905151,0.189873417721519,0.10126582278481013
